render_path,action
car_25_009.jpg,[-1.19607203  0.05871528  0.00360416]
car_25_010.jpg,[-0.94190056  0.03638835  0.0180818 ]
car_25_011.jpg,[-0.06689368  1.09889222  0.0209529 ]
car_25_012.jpg,[-0.97717111  0.00475727  0.03098673]
car_25_013.jpg,[0.14618172 1.00419439 0.01785499]
car_25_014.jpg,[0.16861931 1.00281787 0.0370553 ]
car_25_015.jpg,[-0.94681161  0.01338827  0.044879  ]
car_25_016.jpg,[-0.90295503  0.06756299  0.03780541]
car_25_017.jpg,[-0.16474713  1.08521561  0.02909077]
car_25_018.jpg,[-0.15853918  1.03770725  0.01561701]
car_25_019.jpg,[0.95075156 0.06836988 0.03396377]
car_25_020.jpg,[-1.080371    0.04765337  0.01999741]
car_25_021.jpg,[0.83376998 0.08600816 0.02975087]
car_25_022.jpg,[-1.01984246  0.06105407  0.01078624]
car_25_023.jpg,[-1.16427533e+00  1.19677660e-02  1.12529167e-03]
car_25_024.jpg,[1.09463489 0.01036086 0.03962755]
car_25_025.jpg,[1.13097498 0.04051066 0.04939552]
car_25_026.jpg,[0.03327046 1.05716248 0.03889757]
car_25_027.jpg,[-1.11947056  0.04377824  0.04008453]
car_25_028.jpg,[-1.17835573  0.00525425  0.04749753]
car_25_029.jpg,[1.16276774 0.09212491 0.03690085]
car_25_030.jpg,[0.15950549 1.00110777 0.02496206]
car_25_031.jpg,[-0.14407929  1.03149281  0.04880642]
car_25_032.jpg,[1.05699786 0.04625393 0.03179482]
car_25_033.jpg,[0.90075726 0.03087988 0.03310218]
car_25_034.jpg,[0.15632572 1.01873333 0.03162627]
car_25_035.jpg,[0.10718654 1.0725145  0.01261419]
car_25_036.jpg,[0.11161471 1.08354807 0.03820573]
car_25_037.jpg,[1.01904733 0.00974975 0.04708374]
car_25_038.jpg,[1.03518594 0.03335339 0.02911309]
car_25_039.jpg,[-0.05250031  1.01306084  0.01467318]
car_26_000.jpg,[0.99413923 0.02681815 0.02556065]
car_26_001.jpg,[-0.05610489  1.08502753  0.00677287]
car_26_002.jpg,[0.8355615  0.00842613 0.04951092]
car_26_003.jpg,[0.92261185 0.01089857 0.03738552]
car_26_004.jpg,[1.06600649 0.09335119 0.04611852]
car_26_005.jpg,[-1.07692367  0.09134271  0.04222762]
car_26_006.jpg,[-1.13962162  0.05921848  0.02980093]
car_26_007.jpg,[1.1541573  0.06627584 0.02251723]
car_26_008.jpg,[-1.1125811   0.05874401  0.03263228]
car_26_009.jpg,[0.93773817 0.09566241 0.01010054]
car_26_010.jpg,[0.00167486 1.05784176 0.00298554]
car_26_011.jpg,[1.09121234 0.04838242 0.04507916]
car_26_012.jpg,[0.91827073 0.04603644 0.03663407]
car_26_013.jpg,[0.04086467 1.09764189 0.0327219 ]
car_26_014.jpg,[0.95252437 0.08562367 0.01843502]
car_26_015.jpg,[-0.90359956  0.02842557  0.04168443]
car_26_016.jpg,[-0.11802281  1.02520167  0.04343142]
car_26_017.jpg,[1.00656771 0.01287691 0.02986789]
car_26_018.jpg,[-1.00478367  0.05380183  0.00851014]
car_26_019.jpg,[-1.18037179  0.0302375   0.01753466]
car_26_020.jpg,[-0.94934817  0.01994327  0.04724121]
car_26_021.jpg,[-1.1871467   0.01433373  0.00477808]
car_26_022.jpg,[-1.03601358e+00  9.48255127e-04  1.40650659e-02]
car_26_023.jpg,[1.16728956 0.09048078 0.02601718]
car_26_024.jpg,[-0.87748593  0.08075536  0.01288227]
car_26_025.jpg,[-0.84183333  0.0642825   0.02976458]
car_26_026.jpg,[-0.98877114  0.08868566  0.02053969]
car_26_027.jpg,[-0.96386492  0.0727439   0.00191753]
car_26_028.jpg,[0.80086056 0.01534617 0.04830495]
car_26_029.jpg,[-1.05652887  0.06497631  0.01186609]
car_26_030.jpg,[0.83400383 0.01146942 0.02559557]
car_26_031.jpg,[-1.10869553e+00  2.72416952e-04  3.77473653e-02]
car_26_032.jpg,[-1.14222946  0.01392376  0.04655098]
car_26_033.jpg,[9.21752255e-01 4.27891416e-04 1.56303050e-02]
car_26_034.jpg,[0.92303789 0.06215327 0.0088148 ]
car_26_035.jpg,[1.00202324 0.01840203 0.02966306]
car_26_036.jpg,[-1.18355387  0.05699484  0.04419894]
car_26_037.jpg,[0.19804351 1.03636096 0.04032391]
car_26_038.jpg,[1.14469584 0.03658462 0.04160122]
car_26_039.jpg,[-0.82656242  0.01121201  0.03514078]
car_27_000.jpg,[-0.97379681  0.02397272  0.0300174 ]
car_27_001.jpg,[-0.81677047  0.06562561  0.0455732 ]
car_27_002.jpg,[-1.01934083  0.04002047  0.00414434]
car_27_003.jpg,[-0.02368587  1.05434295  0.03310611]
car_27_004.jpg,[0.9108475  0.02002733 0.00558485]
car_27_005.jpg,[0.19337088 1.04138813 0.00814577]
car_27_006.jpg,[-0.88202792  0.03297681  0.01059825]
car_27_007.jpg,[1.02145448 0.05342703 0.01502154]
car_27_008.jpg,[-0.9437272   0.08436019  0.03485551]
car_27_009.jpg,[-0.88326148  0.04301599  0.01423169]
car_27_010.jpg,[-1.17540945  0.01098886  0.0464284 ]
car_27_011.jpg,[0.99130205 0.05580511 0.04876665]
car_27_012.jpg,[0.11411794 1.01343366 0.0073812 ]
car_27_013.jpg,[0.84260928 0.05936607 0.02051613]
car_27_014.jpg,[0.02405779 1.08017107 0.02924739]
car_27_015.jpg,[-1.1220555   0.00960161  0.04985227]
car_27_016.jpg,[-0.99532768  0.02093571  0.01854797]
car_27_017.jpg,[0.19664926 1.01005002 0.02245339]
car_27_018.jpg,[-1.13235857  0.01564335  0.0264343 ]
car_27_019.jpg,[1.11870297 0.08562171 0.02454626]
car_27_020.jpg,[0.93137607 0.09660628 0.0466704 ]
car_27_021.jpg,[-1.11943396  0.03432443  0.0133921 ]
car_27_022.jpg,[-0.89376685  0.02559332  0.00251348]
car_27_023.jpg,[-0.1742443   1.063358    0.02778175]
car_27_024.jpg,[0.03294871 1.00122778 0.00140204]
car_27_025.jpg,[0.8877821  0.06911034 0.04470601]
car_27_026.jpg,[-0.15866786  1.06744682  0.00377118]
car_27_027.jpg,[0.83935648 0.02578734 0.04528744]
car_27_028.jpg,[0.87549732 0.03697607 0.03880144]
car_27_029.jpg,[-1.01630003  0.08936006  0.03129739]
car_27_030.jpg,[-0.16567613  1.08253111  0.04327344]
car_27_031.jpg,[-0.94511511  0.07796464  0.0343806 ]
car_27_032.jpg,[-0.10213395  1.02718049  0.0362781 ]
car_27_033.jpg,[0.08040206 1.06154327 0.04394646]
car_27_034.jpg,[-0.823817    0.05081018  0.00185393]
car_27_035.jpg,[-0.82636946  0.08478117  0.04368995]
car_27_036.jpg,[-0.96731642  0.07246791  0.04443779]
car_27_037.jpg,[-9.06990575e-01  8.73527867e-02  8.45228272e-04]
car_27_038.jpg,[-1.04529581e+00  5.47152197e-02  8.16114132e-04]
car_27_039.jpg,[-0.1548106   1.00799316  0.02215743]
car_28_000.jpg,[-1.02912968  0.04132337  0.04090826]
car_28_001.jpg,[-1.06118838  0.06470235  0.02111973]
car_28_002.jpg,[-0.17443348  1.05940946  0.00505321]
car_28_003.jpg,[-0.90444116  0.04241799  0.01321181]
car_28_004.jpg,[-0.15003864  1.01192387  0.03107975]
car_28_005.jpg,[1.17103492 0.04889681 0.01786613]
car_28_006.jpg,[-1.05892586  0.05596619  0.00210909]
car_28_007.jpg,[-0.11756943  1.07801075  0.03443882]
car_28_008.jpg,[-1.06111236  0.07821621  0.04450282]
car_28_009.jpg,[0.90874465 0.02330365 0.01319712]
car_28_010.jpg,[0.1589291  1.08064992 0.04317284]
car_28_011.jpg,[-1.1463542   0.04161294  0.01155133]
car_28_012.jpg,[0.86784088 0.03522082 0.03933317]
car_28_013.jpg,[0.9715738  0.06123779 0.0214999 ]
car_28_014.jpg,[-0.19517594  1.07271849  0.0107979 ]
car_28_015.jpg,[-0.99820967  0.00165957  0.00619117]
car_28_016.jpg,[0.1497553  1.05750379 0.0235074 ]
car_28_017.jpg,[-0.98463007  0.08906069  0.02298464]
car_28_018.jpg,[1.07038615 0.0726413  0.01086445]
car_28_019.jpg,[-0.1940183   1.0630522   0.04252728]
car_28_020.jpg,[0.17503347 1.02199594 0.0094208 ]
car_28_021.jpg,[-1.04034641  0.08156275  0.04115349]
car_28_022.jpg,[-0.16540835  1.08121184  0.0378182 ]
car_28_023.jpg,[1.01564508 0.07367304 0.03768388]
car_28_024.jpg,[-1.05973932  0.05870955  0.00380959]
car_28_025.jpg,[-0.99322845  0.08164906  0.04654575]
car_28_026.jpg,[0.87327777 0.01739644 0.02340329]
car_28_027.jpg,[-0.82410204  0.08958569  0.01104308]
car_28_028.jpg,[1.18872322 0.02204025 0.01746935]
car_28_029.jpg,[-0.89016722  0.08366346  0.00258252]
car_28_030.jpg,[-0.14764342  1.06776528  0.03437147]
car_28_031.jpg,[0.97783202 0.04394211 0.04112859]
car_28_032.jpg,[-1.11832324  0.03281741  0.01783429]
car_28_033.jpg,[1.06663091 0.00634595 0.00639959]
car_28_034.jpg,[-1.19446593  0.06081386  0.00946817]
car_28_035.jpg,[-0.97160838  0.02844467  0.0157359 ]
car_28_036.jpg,[-0.92732928  0.04648276  0.03293478]
car_28_037.jpg,[-0.99201742  0.07146282  0.02384044]
car_28_038.jpg,[0.88159597 0.02862266 0.00976197]
car_28_039.jpg,[-0.17795715  1.05625316  0.00941232]
car_29_000.jpg,[0.97308816 0.09323161 0.04445488]
car_29_001.jpg,[-0.16374679  1.0570892   0.01278164]
car_29_002.jpg,[-0.07845738  1.0281625   0.03846576]
car_29_003.jpg,[0.10396351 1.02079441 0.02372441]
car_29_004.jpg,[-1.08073596  0.00171947  0.01788549]
car_29_005.jpg,[-0.03932166  1.02914436  0.02817701]
car_29_006.jpg,[1.05050963e-01 1.09751181e+00 5.83059502e-05]
car_29_007.jpg,[-0.15006441  1.02241733  0.04558851]
car_29_008.jpg,[1.01346424 0.02263644 0.01134532]
car_29_009.jpg,[-0.00290412  1.02479446  0.00398995]
car_29_010.jpg,[-1.164863    0.05787187  0.01632374]
car_29_011.jpg,[0.83583648 0.08685325 0.02708211]
car_29_012.jpg,[-1.01092238  0.03545435  0.00396527]
car_29_013.jpg,[0.00741316 1.07709133 0.04416075]
car_29_014.jpg,[0.14661832 1.09381082 0.0159964 ]
car_29_015.jpg,[0.05146059 1.09504089 0.04678161]
car_29_016.jpg,[1.10147634e+00 1.13742310e-02 6.41519723e-05]
car_29_017.jpg,[-0.82381288  0.01321167  0.00876494]
car_29_018.jpg,[-0.06206666  1.07888502  0.0457549 ]
car_29_019.jpg,[-1.13215516  0.02686667  0.04969801]
car_29_020.jpg,[0.07000103 1.08134197 0.02517233]
car_29_021.jpg,[0.94109958 0.02774277 0.02931426]
car_29_022.jpg,[-0.81090139  0.02715508  0.01185474]
car_29_023.jpg,[-1.07952547  0.01398599  0.00623134]
car_29_024.jpg,[0.96302172 0.02104191 0.02265806]
car_29_025.jpg,[0.0232617  1.00814764 0.03640428]
car_29_026.jpg,[-1.15387395  0.06530271  0.02283299]
car_29_027.jpg,[0.19747287 1.05171821 0.00383287]
car_29_028.jpg,[0.09352446 1.02015036 0.01479866]
car_29_029.jpg,[0.86882051 0.07720364 0.03300944]
car_29_030.jpg,[0.8268243  0.04032909 0.01474419]
car_29_031.jpg,[-0.85342774  0.00877481  0.03747295]
car_29_032.jpg,[0.00177172 1.07944967 0.04308828]
car_29_033.jpg,[-1.13698899  0.09558684  0.00467093]
car_29_034.jpg,[0.86723004 0.07915411 0.03077137]
car_29_035.jpg,[0.84739183 0.06400618 0.04841774]
car_29_036.jpg,[-0.17319645  1.09819303  0.00235676]
car_29_037.jpg,[1.65119712e-01 1.06574421e+00 8.87837677e-04]
car_29_038.jpg,[0.11636473 1.02246336 0.00583483]
car_29_039.jpg,[-1.11835974  0.02229368  0.04381214]
car_30_000.jpg,[-0.08162878  1.01774482  0.02206306]
car_30_001.jpg,[1.18044582 0.05278978 0.03764859]
car_30_002.jpg,[-0.81940531  0.02607854  0.00272069]
car_30_003.jpg,[-0.82857019  0.09581249  0.02823234]
car_30_004.jpg,[1.07071431 0.0691306  0.00469196]
car_30_005.jpg,[-0.80397675  0.03721763  0.00086608]
car_30_006.jpg,[-1.03149537  0.02009132  0.01409111]
car_30_007.jpg,[-0.19688759  1.05636639  0.01335648]
car_30_008.jpg,[0.18905719 1.07217127 0.01349794]
car_30_009.jpg,[-1.08902976  0.07864106  0.03309443]
car_30_010.jpg,[0.00436188 1.06797345 0.04717775]
car_30_011.jpg,[0.0031447  1.04573749 0.03652846]
car_30_012.jpg,[-0.05837701  1.08579972  0.04253404]
car_30_013.jpg,[0.0455751  1.06008584 0.02173831]
car_30_014.jpg,[-1.18843576  0.09107613  0.00458295]
car_30_015.jpg,[0.0869294  1.09433348 0.02477217]
car_30_016.jpg,[-1.01444177  0.0324865   0.02260038]
car_30_017.jpg,[-1.01797485  0.01297588  0.01410276]
car_30_018.jpg,[-0.90247847  0.06714383  0.04275351]
car_30_019.jpg,[0.17169725 1.07986384 0.03986926]
car_30_020.jpg,[-0.00349685  1.01573221  0.03343979]
car_30_021.jpg,[1.12846506 0.01559573 0.0169898 ]
car_30_022.jpg,[-1.07183913  0.05376493  0.00711651]
car_30_023.jpg,[0.04288098 1.00039682 0.0091836 ]
car_30_024.jpg,[-1.06550513  0.01724316  0.00272017]
car_30_025.jpg,[-0.85192061  0.00842329  0.002662  ]
car_30_026.jpg,[0.84546444 0.0654149  0.03852967]
car_30_027.jpg,[0.83843595 0.01564843 0.01267016]
car_30_028.jpg,[0.82031402 0.05224466 0.03977495]
car_30_029.jpg,[-0.95593914  0.06903789  0.02862108]
car_30_030.jpg,[-0.06004989  1.03902147  0.04865522]
car_30_031.jpg,[-0.01088794  1.064755    0.03883975]
car_30_032.jpg,[-1.11817585  0.06781046  0.02383115]
car_30_033.jpg,[0.97773975 0.00959128 0.04712682]
car_30_034.jpg,[-0.04003131  1.02340035  0.04368773]
car_30_035.jpg,[-0.11712746  1.03491886  0.04559628]
car_30_036.jpg,[1.05972463 0.08891276 0.04060582]
car_30_037.jpg,[0.9004778  0.07838362 0.00812494]
car_30_038.jpg,[0.09616624 1.04828064 0.02950308]
car_30_039.jpg,[-0.92441051  0.04652003  0.04394508]
car_31_000.jpg,[0.9037263  0.08485071 0.00690028]
car_31_001.jpg,[-1.07980191  0.00835575  0.04614138]
car_31_002.jpg,[0.87582568 0.07834241 0.02766729]
car_31_003.jpg,[-0.88960815  0.03238445  0.0038099 ]
car_31_004.jpg,[-0.1559689   1.07975748  0.01433251]
car_31_005.jpg,[-0.19232464  1.01580042  0.02989726]
car_31_006.jpg,[0.92958954 0.05416826 0.04228678]
car_31_007.jpg,[-1.00516506  0.02438383  0.0394932 ]
car_31_008.jpg,[-1.12145193  0.06155774  0.04482038]
car_31_009.jpg,[-1.10205047e+00  9.71293498e-02  5.76879142e-04]
car_31_010.jpg,[0.02737508 1.09211846 0.01064858]
car_31_011.jpg,[-0.99962514  0.09389458  0.04236017]
car_31_012.jpg,[-0.15416172  1.09877681  0.01862693]
car_31_013.jpg,[-0.97980269  0.01724168  0.03692714]
car_31_014.jpg,[0.84487    0.01313253 0.00946169]
car_31_015.jpg,[1.05215725 0.08794124 0.02676547]
car_31_016.jpg,[0.1819105  1.0968868  0.00616248]
car_31_017.jpg,[1.03250836 0.05836668 0.00141269]
car_31_018.jpg,[-0.93227267  0.08176697  0.01424468]
car_31_019.jpg,[-1.08078306  0.09319677  0.00462419]
car_31_020.jpg,[-0.82881846  0.09252303  0.03178998]
car_31_021.jpg,[0.96131449 0.03855774 0.02374314]
car_31_022.jpg,[1.17760264 0.00395637 0.03975126]
car_31_023.jpg,[1.17274153 0.02947226 0.03422727]
car_31_024.jpg,[-1.04390029  0.03590229  0.02846902]
car_31_025.jpg,[0.80222064 0.01587146 0.04873867]
car_31_026.jpg,[1.1305693  0.01201908 0.04080976]
car_31_027.jpg,[0.82398232 0.03395606 0.04292757]
car_31_028.jpg,[-0.88539228  0.09259737  0.03324418]
car_31_029.jpg,[-1.19878792  0.08062631  0.0107933 ]
car_31_030.jpg,[1.09994456 0.09745015 0.00817357]
car_31_031.jpg,[-1.10881797  0.06008818  0.02007052]
car_31_032.jpg,[-0.95070894  0.04748411  0.03207673]
car_31_033.jpg,[-0.80629679  0.05357401  0.00553347]
car_31_034.jpg,[0.99550743 0.05557809 0.00761642]
car_31_035.jpg,[0.88423335 0.04271495 0.04548201]
car_31_036.jpg,[-1.16616779  0.07948716  0.04152341]
car_31_037.jpg,[-1.0754002   0.09895474  0.04665399]
car_31_038.jpg,[0.92896464 0.03543345 0.03251288]
car_31_039.jpg,[0.97606166 0.02431271 0.01935136]
car_32_000.jpg,[-0.12187681  1.00845851  0.0384078 ]
car_32_001.jpg,[1.07088553 0.0829893  0.00202761]
car_32_002.jpg,[-0.04881968  1.01891665  0.00436239]
car_32_003.jpg,[0.83525718 0.04674004 0.00125267]
car_32_004.jpg,[0.96765324 0.0548471  0.04412168]
car_32_005.jpg,[-0.95099002  0.03023512  0.04253843]
car_32_006.jpg,[-0.16549891  1.0761118   0.03322384]
car_32_007.jpg,[-0.87289739  0.01445886  0.00341606]
car_32_008.jpg,[-0.19907816  1.07954275  0.04361128]
car_32_009.jpg,[-0.87194275  0.05961024  0.02033773]
car_32_010.jpg,[0.90985394 0.07135687 0.00731079]
car_32_011.jpg,[0.04018548 1.01394543 0.04119174]
car_32_012.jpg,[-0.92525251  0.00481763  0.04620273]
car_32_013.jpg,[1.0138407  0.06316576 0.02164514]
car_32_014.jpg,[1.0265396  0.01703983 0.02682111]
car_32_015.jpg,[-1.06513423  0.07627347  0.03744055]
car_32_016.jpg,[0.94909105 0.06601065 0.01416912]
car_32_017.jpg,[-1.00272517  0.09437778  0.00833853]
car_32_018.jpg,[-0.82067099  0.07883668  0.00698617]
car_32_019.jpg,[1.04153625 0.06549631 0.03731533]
car_32_020.jpg,[-1.06833142  0.08404151  0.04487703]
car_32_021.jpg,[-0.16847229  1.04100141  0.01336861]
car_32_022.jpg,[0.01948073 1.06810509 0.01057354]
car_32_023.jpg,[-1.00920629  0.08270355  0.01768116]
car_32_024.jpg,[1.17578562 0.05283376 0.02794059]
car_32_025.jpg,[0.93086499 0.0505418  0.02773613]
car_32_026.jpg,[1.04195924 0.02473144 0.00315873]
car_32_027.jpg,[0.11294667 1.08288837 0.02242565]
car_32_028.jpg,[-1.09486716  0.07258294  0.02178645]
car_32_029.jpg,[-1.11744612  0.09356243  0.0133275 ]
car_32_030.jpg,[1.13848733 0.01779747 0.01267771]
car_32_031.jpg,[0.83890414 0.04107046 0.01936153]
car_32_032.jpg,[0.01770724 1.00418108 0.04693751]
car_32_033.jpg,[-1.10758499  0.00164086  0.03248497]
car_32_034.jpg,[-1.09724972  0.02918915  0.0334299 ]
car_32_035.jpg,[0.10099689 1.0400373  0.01271386]
car_32_036.jpg,[1.07730093 0.030755   0.03977771]
car_32_037.jpg,[0.16732406 1.06715275 0.04510417]
car_32_038.jpg,[1.07956519 0.08164989 0.00745882]
car_32_039.jpg,[-1.09288608  0.0708491   0.01701519]
car_33_000.jpg,[1.09995137 0.0725044  0.0295539 ]
car_33_001.jpg,[-1.1386785   0.00263102  0.00881555]
car_33_002.jpg,[-0.07082091  1.04750647  0.03015889]
car_33_003.jpg,[0.81741558 0.0466689  0.03320615]
car_33_004.jpg,[0.15480816 1.08593775 0.00192911]
car_33_005.jpg,[-0.87048182  0.09004233  0.02525564]
car_33_006.jpg,[0.01786634 1.06157033 0.0253078 ]
car_33_007.jpg,[-1.09295243e+00  6.55850818e-04  2.11154938e-02]
car_33_008.jpg,[0.85352324 0.02085099 0.01372012]
car_33_009.jpg,[0.95244014 0.03141049 0.04043103]
car_33_010.jpg,[0.1141886  1.05620978 0.0091685 ]
car_33_011.jpg,[-0.00959781  1.06496693  0.01742007]
car_33_012.jpg,[1.14281532e+00 7.70575785e-03 9.18015508e-04]
car_33_013.jpg,[0.87783254 0.08670624 0.02716279]
car_33_014.jpg,[-0.11003608  1.07528192  0.01683638]
car_33_015.jpg,[1.16083311 0.03111942 0.012021  ]
car_33_016.jpg,[-1.0016991   0.09623451  0.01894608]
car_33_017.jpg,[-1.0433617   0.01670443  0.03154966]
car_33_018.jpg,[0.16500997 1.07506218 0.00953102]
car_33_019.jpg,[0.85583505 0.04168417 0.04477353]
car_33_020.jpg,[0.18678083 1.00298443 0.04645364]
car_33_021.jpg,[1.1276961  0.01997356 0.03109635]
car_33_022.jpg,[1.1413548  0.01364183 0.02917449]
car_33_023.jpg,[-0.94587474  0.01501107  0.04590933]
car_33_024.jpg,[0.92941874 0.02949942 0.01207593]
car_33_025.jpg,[-0.88131455  0.09018914  0.01373724]
car_33_026.jpg,[-0.02739802  1.0495619   0.03929635]
car_33_027.jpg,[-1.06932545  0.02678404  0.00211902]
car_33_028.jpg,[-1.01414822e+00  3.54362642e-04  4.55656679e-03]
car_33_029.jpg,[1.15113236 0.08973982 0.01802856]
car_33_030.jpg,[0.13442874 1.0835301  0.0090341 ]
car_33_031.jpg,[-0.88788739  0.04653818  0.03551296]
car_33_032.jpg,[1.07920811 0.03711586 0.02118297]
car_33_033.jpg,[0.12504607 1.09301829 0.02345246]
car_33_034.jpg,[-0.17649293  1.00538396  0.04495618]
car_33_035.jpg,[-1.1879065   0.09965176  0.00683571]
car_33_036.jpg,[1.1081664  0.09368799 0.04412097]
car_33_037.jpg,[-0.9045362   0.06842227  0.04349479]
car_33_038.jpg,[1.04339492 0.09642086 0.04697168]
car_33_039.jpg,[-0.9000523   0.0417548   0.00714543]
car_34_000.jpg,[-1.17687123  0.06759424  0.03725083]
car_34_001.jpg,[-0.95864067  0.09566814  0.0070322 ]
car_34_002.jpg,[-1.03094243  0.07685419  0.01942928]
car_34_003.jpg,[-0.05241077  1.07413796  0.03665037]
car_34_004.jpg,[-0.00651203  1.05782704  0.04166043]
car_34_005.jpg,[-1.04966045  0.08351599  0.04000016]
car_34_006.jpg,[0.12690509 1.04652632 0.02098169]
car_34_007.jpg,[-0.11496881  1.02823149  0.04019211]
car_34_008.jpg,[-0.97193115  0.01625009  0.01465977]
car_34_009.jpg,[0.13493186 1.02694437 0.04665966]
car_34_010.jpg,[0.87750859 0.09531862 0.04961283]
car_34_011.jpg,[0.94721386 0.0193025  0.04558553]
car_34_012.jpg,[-0.03873771  1.00980019  0.0317354 ]
car_34_013.jpg,[1.14267754 0.07544573 0.02731769]
car_34_014.jpg,[1.18976157 0.08741485 0.04871051]
car_34_015.jpg,[-0.12483496  1.04820765  0.03514027]
car_34_016.jpg,[0.17072753 1.0611226  0.0495131 ]
car_34_017.jpg,[0.16959491 1.02494349 0.04986102]
car_34_018.jpg,[0.03616974 1.09581464 0.03546107]
car_34_019.jpg,[1.02715073 0.02860976 0.0086922 ]
car_34_020.jpg,[-0.95994157  0.05275048  0.03370111]
car_34_021.jpg,[-0.80554767  0.00932658  0.0041397 ]
car_34_022.jpg,[-0.09195672  1.06902016  0.04982166]
car_34_023.jpg,[0.99102789 0.01522426 0.04066474]
car_34_024.jpg,[1.06849121 0.03639229 0.02625685]
car_34_025.jpg,[0.16028277 1.0835773  0.03063964]
car_34_026.jpg,[-0.08736369  1.01563331  0.03191998]
car_34_027.jpg,[-0.81466436  0.06154336  0.01621209]
car_34_028.jpg,[-1.17816378  0.02059337  0.03780431]
car_34_029.jpg,[-1.13085426  0.06565764  0.02094056]
car_34_030.jpg,[-0.13975638  1.06095298  0.04010115]
car_34_031.jpg,[0.97023529 0.0766567  0.01422881]
car_34_032.jpg,[-1.0968314   0.0322503   0.02517102]
car_34_033.jpg,[-0.14323052  1.04095868  0.0056809 ]
car_34_034.jpg,[-1.03022161  0.0462476   0.01774096]
car_34_035.jpg,[0.99486133 0.05427208 0.01220778]
car_34_036.jpg,[-0.09275413  1.09785642  0.04392122]
car_34_037.jpg,[0.13435433 1.08053006 0.03661006]
car_34_038.jpg,[0.05115467 1.01843159 0.03193322]
car_34_039.jpg,[-1.14821245  0.0192544   0.03896331]
car_35_000.jpg,[-0.86958204  0.07688945  0.00898929]
car_35_001.jpg,[1.14573923 0.03420172 0.04379333]
car_35_002.jpg,[-0.9724633   0.05169033  0.01852603]
car_35_003.jpg,[-0.89646898  0.02857371  0.01906024]
car_35_004.jpg,[0.83323841 0.0729266  0.03911187]
car_35_005.jpg,[-0.93747767  0.01550354  0.03298051]
car_35_006.jpg,[1.13326028 0.06003836 0.00420124]
car_35_007.jpg,[-1.08148239  0.04105932  0.04708455]
car_35_008.jpg,[-0.95851192  0.0739684   0.01565782]
car_35_009.jpg,[1.06965221 0.05458726 0.04057688]
car_35_010.jpg,[0.87268753 0.05142243 0.04795131]
car_35_011.jpg,[0.97505722 0.04590841 0.01671153]
car_35_012.jpg,[-0.09060916  1.00340776  0.04705009]
car_35_013.jpg,[-1.15827866  0.02596004  0.01582023]
car_35_014.jpg,[0.12730699 1.0715056  0.02886878]
car_35_015.jpg,[1.08007205 0.0855557  0.02035923]
car_35_016.jpg,[-0.10420422  1.03039883  0.03653691]
car_35_017.jpg,[0.9017053  0.0846154  0.02643861]
car_35_018.jpg,[-1.10026917  0.01154017  0.04614632]
car_35_019.jpg,[-0.92489753  0.03775229  0.00396165]
car_35_020.jpg,[-0.19952377  1.02625572  0.00647349]
car_35_021.jpg,[-0.95104045  0.03304563  0.0491292 ]
car_35_022.jpg,[-0.95358408  0.02477559  0.01533177]
car_35_023.jpg,[-1.0131635   0.08421423  0.00715468]
car_35_024.jpg,[-1.19339148  0.05792269  0.04594088]
car_35_025.jpg,[-0.19293534  1.02860591  0.01849739]
car_35_026.jpg,[-0.10000805  1.05147736  0.00270911]
car_35_027.jpg,[1.18199155 0.06725349 0.01661153]
car_35_028.jpg,[-0.17455707  1.0921959   0.02481267]
car_35_029.jpg,[-0.13892828  1.03544751  0.02079343]
car_35_030.jpg,[1.09576103 0.08398138 0.01653996]
car_35_031.jpg,[0.19874265 1.00328676 0.00292266]
car_35_032.jpg,[-1.15124757  0.07055712  0.0400222 ]
car_35_033.jpg,[0.16233338 1.02500178 0.03900389]
car_35_034.jpg,[0.03144348 1.02782742 0.04570318]
car_35_035.jpg,[-1.10544961  0.0174442   0.04442556]
car_35_036.jpg,[1.08281427 0.02127896 0.04177807]
car_35_037.jpg,[-1.0558674   0.0654206   0.01994644]
car_35_038.jpg,[0.0663564  1.02362541 0.03506791]
car_35_039.jpg,[-0.96667494  0.08035141  0.03953068]
car_36_000.jpg,[1.01428634 0.01758624 0.04817602]
car_36_001.jpg,[1.06208281e+00 4.40069297e-02 9.46364710e-04]
car_36_002.jpg,[-1.18077579  0.00991401  0.01861609]
car_36_003.jpg,[-1.07026609  0.0863036   0.02190767]
car_36_004.jpg,[1.1508436  0.00819845 0.01551708]
car_36_005.jpg,[-0.88684601  0.04620265  0.02064412]
car_36_006.jpg,[1.06555217e+00 3.92133728e-02 5.41666981e-04]
car_36_007.jpg,[-0.85166431  0.03624386  0.0085508 ]
car_36_008.jpg,[-1.01027374  0.08740906  0.00853149]
car_36_009.jpg,[1.05325372 0.06917431 0.00930058]
car_36_010.jpg,[-0.01794382  1.04003616  0.03483578]
car_36_011.jpg,[-0.96320186  0.07694959  0.01962314]
car_36_012.jpg,[0.92798075 0.0363158  0.00401299]
car_36_013.jpg,[-0.82421865  0.09277276  0.00223257]
car_36_014.jpg,[0.17799264 1.07847033 0.02354249]
car_36_015.jpg,[-1.18290582  0.06115539  0.04902095]
car_36_016.jpg,[-1.10226482  0.04023191  0.00854942]
car_36_017.jpg,[-0.0383798   1.07439404  0.02322873]
car_36_018.jpg,[-0.14344356  1.03185775  0.03164427]
car_36_019.jpg,[0.8276666  0.00253069 0.01571841]
